,age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
26919,20.0,4.0,windy,low,0,meal,motorcycle,0.0,no,metropolitian,15,0,10.0,night,9.056672984546829,medium
26920,35.0,4.8,sandstorms,medium,2,meal,electric_scooter,1.0,no,metropolitian,22,0,10.0,evening,12.233151216488597,long
26921,37.0,4.0,sandstorms,high,0,drinks,motorcycle,1.0,no,metropolitian,33,0,10.0,morning,5.959018323622379,medium
26923,27.0,4.8,windy,low,1,snack,motorcycle,1.0,no,metropolitian,12,0,10.0,morning,3.025332706173566,short
26924,37.0,4.9,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,36,1,5.0,night,10.704672233866505,long
26925,36.0,5.0,sunny,jam,0,buffet,motorcycle,1.0,no,urban,44,0,10.0,night,16.72211837577326,very_long
26927,34.0,5.0,fog,jam,2,drinks,motorcycle,3.0,yes,metropolitian,45,1,15.0,evening,13.765934616154562,long
26928,28.0,4.9,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,16,0,10.0,evening,7.563061700786155,medium
26930,34.0,4.0,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,35,0,10.0,evening,16.634890709262386,very_long
26933,29.0,4.5,windy,medium,1,meal,scooter,1.0,no,metropolitian,28,0,15.0,evening,19.65982489949014,very_long
26934,33.0,4.7,windy,medium,2,meal,scooter,1.0,no,metropolitian,25,0,5.0,afternoon,8.937863682516157,medium
26936,30.0,4.7,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,30,1,15.0,evening,16.600060265890743,very_long
26937,24.0,4.9,stormy,low,2,drinks,motorcycle,1.0,no,metropolitian,17,1,10.0,night,20.17918820668875,very_long
26938,36.0,4.6,cloudy,jam,0,drinks,motorcycle,1.0,yes,metropolitian,51,1,10.0,night,12.256687342592269,long
26940,33.0,4.9,sandstorms,low,1,drinks,scooter,1.0,no,metropolitian,25,0,10.0,night,13.68092007746041,long
26941,35.0,4.7,stormy,medium,0,drinks,motorcycle,1.0,no,urban,30,0,15.0,evening,4.657568579194643,short
26942,21.0,4.7,stormy,medium,1,meal,motorcycle,1.0,no,metropolitian,18,0,15.0,afternoon,12.421407858787804,long
26945,37.0,4.6,stormy,medium,2,drinks,electric_scooter,1.0,no,metropolitian,25,1,10.0,afternoon,13.970652591255588,long
26946,23.0,4.8,sandstorms,jam,1,meal,scooter,0.0,no,metropolitian,15,0,15.0,evening,9.122100805601145,medium
26947,21.0,4.8,stormy,jam,0,meal,motorcycle,0.0,no,metropolitian,27,0,15.0,evening,12.256421318543588,long
26948,36.0,4.5,cloudy,jam,0,drinks,motorcycle,2.0,no,metropolitian,43,0,10.0,night,19.661310204458474,very_long
26949,34.0,4.7,fog,jam,0,drinks,motorcycle,1.0,no,metropolitian,54,0,5.0,evening,13.765934616154562,long
26950,25.0,4.7,cloudy,medium,2,buffet,electric_scooter,0.0,no,metropolitian,16,1,15.0,evening,9.077679565695691,medium
26951,22.0,4.2,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,52,0,10.0,night,8.93786088183146,medium
26952,34.0,3.5,sandstorms,jam,2,buffet,motorcycle,1.0,no,metropolitian,32,0,15.0,evening,10.865584127340643,long
26953,35.0,4.9,windy,low,2,meal,scooter,1.0,no,metropolitian,29,0,15.0,night,13.61234086526969,long
26955,22.0,4.6,cloudy,low,1,meal,motorcycle,0.0,no,metropolitian,15,0,5.0,night,7.659687719505771,medium
26956,25.0,4.7,fog,low,1,meal,scooter,1.0,no,metropolitian,29,0,10.0,night,13.40588385177958,long
26957,34.0,4.6,stormy,medium,1,drinks,motorcycle,1.0,no,urban,30,0,15.0,evening,12.117036432265502,long
26958,34.0,4.4,cloudy,jam,1,meal,motorcycle,0.0,no,metropolitian,37,0,10.0,evening,10.641057010178418,long
26960,39.0,4.6,stormy,low,2,drinks,scooter,0.0,no,metropolitian,26,1,5.0,night,13.40588385177958,long
26961,33.0,4.8,sunny,jam,2,meal,motorcycle,1.0,no,metropolitian,24,0,10.0,night,12.419848147906494,long
26962,21.0,4.6,sandstorms,jam,1,meal,scooter,1.0,no,metropolitian,28,0,10.0,night,19.975741216257433,very_long
26963,28.0,4.7,sunny,medium,1,meal,motorcycle,0.0,no,metropolitian,13,1,10.0,evening,12.43568904742551,long
26964,28.0,4.8,windy,jam,1,meal,scooter,1.0,no,metropolitian,26,0,15.0,evening,19.359307695550992,very_long
26966,26.0,5.0,cloudy,jam,0,drinks,motorcycle,1.0,no,urban,41,0,5.0,evening,12.099896960230076,long
26967,30.0,4.8,cloudy,medium,1,snack,scooter,0.0,no,metropolitian,16,0,15.0,afternoon,4.544194013501194,short
26968,37.0,4.7,sunny,jam,0,meal,motorcycle,1.0,no,urban,35,1,5.0,night,17.074879617078196,very_long
26970,33.0,4.8,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,44,0,5.0,night,10.602417764362079,long
26971,30.0,5.0,cloudy,medium,0,snack,motorcycle,2.0,yes,metropolitian,41,0,5.0,afternoon,13.583332471810195,long
26972,23.0,4.9,sandstorms,low,1,snack,scooter,1.0,no,metropolitian,18,0,10.0,morning,2.9795405223586338,short
26973,21.0,4.9,cloudy,low,2,buffet,motorcycle,0.0,no,urban,22,1,5.0,night,13.970122998261997,long
26975,27.0,4.4,fog,jam,2,drinks,scooter,1.0,no,urban,34,0,10.0,evening,12.074114327172765,long
26976,37.0,4.8,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,25,1,15.0,afternoon,19.39446830388391,very_long
26979,27.0,4.9,sandstorms,jam,2,drinks,motorcycle,0.0,no,metropolitian,18,1,15.0,night,10.723286946137813,long
26981,34.0,4.1,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,34,1,15.0,morning,1.4981846390601354,short
26982,36.0,4.9,cloudy,jam,0,buffet,motorcycle,1.0,no,urban,53,0,5.0,night,16.384366809227615,very_long
26983,22.0,4.9,sandstorms,low,2,drinks,electric_scooter,1.0,no,metropolitian,14,0,10.0,morning,3.060475538709063,short
26984,22.0,4.9,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,28,0,5.0,evening,10.254107230645323,long
26985,24.0,4.5,sunny,low,0,drinks,motorcycle,0.0,no,urban,26,0,10.0,night,10.42999110860193,long
26986,24.0,4.9,sunny,medium,0,snack,motorcycle,0.0,no,metropolitian,16,0,5.0,afternoon,4.663600819587387,short
26987,22.0,4.7,sandstorms,low,1,meal,motorcycle,0.0,no,urban,12,0,10.0,morning,1.4898424937942714,short
26988,36.0,4.9,stormy,low,1,snack,scooter,0.0,no,metropolitian,26,1,15.0,night,7.448318246839791,medium
26989,27.0,4.0,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,28,0,5.0,night,9.220881802736846,medium
26991,27.0,4.9,fog,medium,0,meal,motorcycle,0.0,no,metropolitian,20,0,10.0,afternoon,7.761839422154042,medium
26992,29.0,5.0,windy,jam,1,meal,motorcycle,0.0,no,urban,27,0,15.0,evening,12.42069253996503,long
26994,30.0,4.8,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,30,0,15.0,evening,12.42075005031367,long
26995,28.0,4.7,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,26,0,5.0,evening,8.92784874143198,medium
26997,36.0,4.1,windy,jam,0,drinks,motorcycle,0.0,yes,metropolitian,52,0,15.0,night,16.635451215537916,very_long
26998,30.0,4.6,sandstorms,medium,2,snack,electric_scooter,0.0,no,urban,29,0,10.0,afternoon,17.077949437324616,very_long
26999,28.0,4.7,stormy,low,1,meal,motorcycle,0.0,no,metropolitian,15,0,10.0,night,10.867908640310418,long
27003,27.0,4.8,fog,low,0,meal,motorcycle,0.0,no,metropolitian,23,0,5.0,morning,1.529743511582863,short
27004,32.0,4.2,sunny,jam,2,meal,motorcycle,1.0,no,urban,32,0,5.0,night,20.82785802182746,very_long
27005,24.0,4.8,stormy,low,2,snack,scooter,0.0,no,urban,11,0,5.0,night,16.635518179509837,very_long
27007,28.0,4.1,windy,low,0,snack,motorcycle,1.0,no,urban,28,0,15.0,night,9.122108408658214,medium
27008,39.0,4.8,cloudy,low,1,snack,scooter,1.0,no,metropolitian,26,0,5.0,night,10.569566051096942,long
27009,28.0,4.0,stormy,jam,0,snack,motorcycle,1.0,no,metropolitian,38,0,5.0,evening,19.394555235256966,very_long
27010,39.0,4.9,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,38,0,10.0,afternoon,13.580373876280879,long
27012,22.0,4.6,cloudy,low,0,snack,motorcycle,0.0,no,urban,17,1,10.0,morning,1.5524082366562466,short
27013,26.0,4.5,stormy,medium,2,meal,electric_scooter,1.0,no,urban,15,0,5.0,afternoon,16.659917302375398,very_long
27015,36.0,4.8,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,44,0,10.0,night,17.074806111801863,very_long
27017,26.0,4.5,fog,medium,2,meal,scooter,1.0,no,urban,25,0,5.0,evening,20.18126391655723,very_long
27019,39.0,5.0,sandstorms,high,0,drinks,motorcycle,1.0,yes,metropolitian,44,0,15.0,morning,3.073391571443161,short
27020,34.0,4.4,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,24,1,5.0,night,7.659687719505771,medium
27021,30.0,5.0,fog,jam,2,drinks,electric_scooter,2.0,no,metropolitian,35,0,15.0,night,4.656862974505059,short
27022,32.0,4.6,cloudy,medium,2,drinks,scooter,1.0,no,metropolitian,38,0,10.0,evening,19.62709834561271,very_long
27023,33.0,4.6,sunny,jam,2,buffet,scooter,1.0,no,metropolitian,24,0,5.0,evening,4.561113588992224,short
27025,28.0,4.6,stormy,low,1,snack,scooter,0.0,no,urban,16,1,15.0,night,16.822155609317257,very_long
27026,24.0,5.0,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,41,0,5.0,evening,10.881329493408392,long
27027,38.0,4.4,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,32,0,5.0,evening,17.074256778794595,very_long
27029,25.0,4.8,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,28,1,15.0,evening,7.772809995408273,medium
27031,37.0,4.9,windy,low,2,meal,scooter,1.0,no,metropolitian,15,1,10.0,night,10.867476143445908,long
27033,24.0,2.7,sunny,low,2,meal,scooter,1.0,no,metropolitian,31,0,5.0,night,19.364277132208514,very_long
27036,37.0,5.0,sandstorms,high,0,meal,motorcycle,0.0,no,metropolitian,35,0,15.0,morning,6.146925931738805,medium
27037,39.0,4.9,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,27,1,5.0,morning,3.1051141624973875,short
27038,36.0,4.7,sunny,low,1,snack,scooter,1.0,no,metropolitian,15,0,10.0,night,7.447061074885405,medium
27039,29.0,4.6,fog,low,1,snack,motorcycle,0.0,no,metropolitian,17,1,10.0,morning,2.979521049499924,short
27040,38.0,4.6,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,29,1,5.0,night,12.417550916012397,long
27041,27.0,4.9,stormy,low,1,buffet,motorcycle,1.0,no,urban,16,0,10.0,morning,3.0732024062611822,short
27042,31.0,4.8,fog,jam,1,meal,motorcycle,1.0,no,metropolitian,27,0,15.0,night,4.681747445577176,short
27043,39.0,4.6,stormy,low,1,snack,motorcycle,0.0,no,urban,24,0,5.0,night,9.180904863919633,medium
27044,24.0,4.6,fog,jam,2,snack,scooter,1.0,no,metropolitian,41,0,5.0,evening,16.90249592854745,very_long
27045,25.0,4.9,sandstorms,jam,2,meal,scooter,1.0,no,urban,19,1,10.0,evening,17.077821017427635,very_long
27046,20.0,4.7,sandstorms,high,0,meal,motorcycle,1.0,no,urban,34,0,10.0,morning,2.9962078010132496,short
27047,20.0,4.9,stormy,low,2,buffet,electric_scooter,1.0,no,metropolitian,10,1,5.0,night,10.564409665969961,long
27048,32.0,4.8,sandstorms,low,2,buffet,scooter,1.0,no,metropolitian,27,0,10.0,morning,3.108902629159348,short
27049,23.0,4.9,stormy,medium,2,snack,motorcycle,1.0,no,urban,15,0,5.0,afternoon,16.647603825140187,very_long
27050,36.0,4.7,windy,jam,2,meal,scooter,1.0,no,metropolitian,25,1,15.0,night,9.07462863182012,medium
27051,22.0,4.6,cloudy,medium,2,meal,scooter,1.0,no,metropolitian,32,1,10.0,evening,16.153452506169636,very_long
27054,28.0,4.5,sunny,high,0,snack,motorcycle,1.0,no,metropolitian,50,0,10.0,afternoon,6.0811084845161325,medium
27055,32.0,4.6,windy,medium,2,buffet,scooter,0.0,no,metropolitian,25,0,10.0,afternoon,20.85246332426527,very_long
27056,24.0,4.9,fog,medium,0,drinks,motorcycle,1.0,yes,metropolitian,41,0,15.0,evening,19.916194656540203,very_long
27057,20.0,4.9,cloudy,low,1,buffet,scooter,0.0,no,metropolitian,21,0,15.0,night,10.587588203123412,long
27059,35.0,4.9,cloudy,jam,0,buffet,motorcycle,2.0,no,metropolitian,50,0,5.0,evening,20.848074005447355,very_long
27060,24.0,4.6,windy,medium,1,drinks,motorcycle,0.0,no,metropolitian,21,1,10.0,afternoon,7.772429015118234,medium
27062,25.0,4.6,fog,medium,1,drinks,motorcycle,0.0,no,metropolitian,16,0,5.0,afternoon,6.217735074214348,medium
27065,38.0,4.8,fog,medium,0,meal,motorcycle,0.0,no,metropolitian,42,0,5.0,afternoon,13.680987399157162,long
27066,30.0,3.5,sandstorms,jam,2,meal,electric_scooter,1.0,no,metropolitian,39,0,5.0,night,12.107250921527273,long
27068,22.0,4.7,fog,low,1,buffet,motorcycle,0.0,no,metropolitian,15,0,10.0,morning,3.1089883297657854,short
27069,36.0,4.6,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,37,0,10.0,night,10.58713106938149,long
27070,38.0,4.2,stormy,jam,2,snack,motorcycle,1.0,no,metropolitian,36,0,5.0,evening,19.615926964388624,very_long
27071,36.0,4.7,fog,low,0,buffet,motorcycle,1.0,no,urban,27,0,15.0,night,7.802839040445126,medium
27072,30.0,4.6,fog,medium,2,meal,electric_scooter,0.0,no,urban,17,1,5.0,afternoon,4.560783589287684,short
27073,21.0,4.6,fog,low,0,buffet,motorcycle,0.0,no,metropolitian,20,1,15.0,night,10.586817607222981,long
27076,36.0,4.4,sandstorms,jam,1,snack,motorcycle,1.0,no,urban,33,1,15.0,evening,13.611544388190575,long
27078,36.0,4.3,fog,medium,2,meal,scooter,1.0,no,urban,41,0,15.0,afternoon,19.91703823583007,very_long
27080,23.0,4.6,windy,medium,1,buffet,scooter,1.0,no,metropolitian,28,0,5.0,evening,4.469362226704516,short
27081,20.0,4.8,stormy,low,0,snack,motorcycle,0.0,no,metropolitian,20,0,5.0,night,10.485603735229898,long
27082,34.0,4.7,windy,low,0,drinks,motorcycle,0.0,no,metropolitian,21,0,5.0,night,19.367701972031078,very_long
27083,22.0,4.0,fog,jam,1,buffet,motorcycle,1.0,no,urban,34,0,5.0,night,12.239035527316306,long
27084,22.0,4.7,fog,jam,2,drinks,electric_scooter,0.0,no,metropolitian,22,0,10.0,evening,4.561152341209805,short
27085,36.0,4.4,sandstorms,jam,0,drinks,motorcycle,2.0,no,urban,38,0,5.0,evening,9.121425981981247,medium
27086,29.0,5.0,stormy,low,1,meal,scooter,1.0,no,metropolitian,13,0,10.0,night,4.6818978894296635,short
27087,25.0,4.9,cloudy,medium,0,meal,motorcycle,0.0,no,metropolitian,43,0,10.0,evening,20.20634606758301,very_long
27088,24.0,4.7,stormy,jam,1,snack,scooter,1.0,no,urban,24,0,10.0,evening,10.428102699087153,long
27089,27.0,4.4,sunny,high,0,snack,motorcycle,2.0,no,metropolitian,49,0,15.0,morning,3.0271362191029247,short
27090,30.0,4.7,sandstorms,low,1,drinks,scooter,1.0,no,metropolitian,27,1,5.0,night,16.384574278446483,very_long
27092,29.0,4.6,windy,medium,0,snack,motorcycle,1.0,no,urban,33,0,15.0,afternoon,12.162115707005645,long
27093,38.0,4.9,fog,medium,1,drinks,motorcycle,1.0,no,metropolitian,15,1,10.0,afternoon,6.217860329667253,medium
27094,29.0,4.9,windy,low,1,snack,motorcycle,1.0,no,metropolitian,17,1,15.0,night,4.469027394505617,short
27096,28.0,4.6,cloudy,low,0,snack,motorcycle,1.0,no,metropolitian,24,0,15.0,morning,3.1088209178699793,short
27097,35.0,4.9,stormy,low,2,buffet,scooter,0.0,no,urban,23,0,15.0,morning,3.0189114817580243,short
27098,21.0,4.9,fog,low,1,snack,scooter,1.0,no,urban,27,0,15.0,night,17.138022132927368,very_long
27099,39.0,4.8,sandstorms,medium,2,buffet,scooter,1.0,no,urban,30,1,5.0,evening,4.65825552423237,short
27100,23.0,4.9,stormy,medium,2,snack,scooter,0.0,no,urban,20,0,10.0,evening,13.969760212954796,long
27101,31.0,4.6,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,22,0,15.0,afternoon,9.316238098535406,medium
27103,34.0,5.0,cloudy,low,1,meal,scooter,1.0,no,metropolitian,16,1,5.0,night,4.5609611913435995,short
27104,21.0,4.5,cloudy,jam,1,meal,motorcycle,0.0,no,metropolitian,28,0,5.0,night,4.561113588992224,short
27106,27.0,4.8,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,39,0,5.0,evening,19.975808791439345,very_long
27107,31.0,4.0,stormy,jam,0,snack,motorcycle,0.0,no,metropolitian,38,0,15.0,evening,13.989532967705536,long
27108,31.0,4.6,sunny,low,2,snack,scooter,0.0,no,urban,26,0,15.0,night,10.881249731552508,long
27109,32.0,4.3,sandstorms,jam,2,snack,scooter,1.0,no,metropolitian,43,0,5.0,evening,13.763977224427641,long
27110,33.0,3.7,sandstorms,jam,1,meal,motorcycle,0.0,no,metropolitian,41,1,10.0,night,16.635820545592292,very_long
27112,36.0,4.6,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,28,0,10.0,night,13.972123977178622,long
27113,24.0,5.0,windy,jam,2,meal,scooter,1.0,no,metropolitian,26,0,5.0,evening,11.91667929885388,long
27114,20.0,4.7,fog,low,1,drinks,motorcycle,0.0,no,urban,17,1,5.0,morning,1.5203013368536653,short
27115,31.0,4.9,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,24,1,15.0,night,9.192571532077613,medium
27116,36.0,4.1,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,33,0,10.0,night,9.314976789360623,medium
27117,31.0,3.7,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,36,0,15.0,evening,14.022182614282947,long
27119,38.0,5.0,cloudy,high,0,buffet,motorcycle,1.0,no,urban,25,0,15.0,morning,6.050355980667948,medium
27120,35.0,4.9,windy,high,2,meal,motorcycle,0.0,no,metropolitian,31,0,15.0,morning,1.5580994617898951,short
27121,33.0,5.0,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,36,1,5.0,evening,19.975696041451314,very_long
27122,34.0,4.7,cloudy,high,0,snack,motorcycle,1.0,no,metropolitian,26,1,15.0,morning,2.9790002034338934,short
27124,23.0,4.6,stormy,jam,0,snack,motorcycle,2.0,no,metropolitian,36,0,5.0,evening,9.077679565695691,medium
27125,26.0,4.9,sandstorms,low,1,meal,motorcycle,0.0,no,metropolitian,10,1,10.0,night,11.91712870001259,long
27126,35.0,5.0,sandstorms,low,2,meal,scooter,0.0,no,urban,24,0,15.0,night,13.217038837661589,long
27127,26.0,5.0,cloudy,jam,1,drinks,scooter,1.0,no,metropolitian,41,0,15.0,evening,13.184369264233698,long
27128,34.0,4.6,sunny,low,0,drinks,motorcycle,1.0,no,urban,20,0,5.0,morning,1.5606567477131346,short
27129,34.0,4.7,cloudy,low,2,drinks,electric_scooter,1.0,no,metropolitian,27,0,10.0,night,13.973206773137713,long
27130,38.0,4.2,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,42,0,15.0,evening,4.595940524023754,short
27131,20.0,4.0,sandstorms,low,0,drinks,motorcycle,1.0,no,urban,19,0,5.0,morning,1.5126021292430176,short
27132,33.0,4.9,fog,high,0,meal,motorcycle,1.0,no,metropolitian,25,0,10.0,morning,1.526396912039431,short
27135,30.0,4.5,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,30,0,5.0,evening,9.31397992220267,medium
27136,39.0,5.0,sunny,medium,2,meal,scooter,1.0,no,metropolitian,23,0,5.0,afternoon,6.2104161583775,medium
27137,29.0,4.9,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,20,0,5.0,evening,12.162115936702182,long
27139,37.0,4.7,stormy,low,1,drinks,scooter,1.0,no,urban,26,0,5.0,morning,1.5368588631561617,short
27140,37.0,4.6,fog,low,0,snack,motorcycle,2.0,no,metropolitian,44,0,15.0,night,16.851359915661256,very_long
27141,39.0,4.1,sandstorms,high,0,buffet,motorcycle,3.0,no,metropolitian,49,0,10.0,morning,3.121318846633575,short
27145,29.0,4.7,cloudy,jam,0,buffet,motorcycle,0.0,no,metropolitian,21,1,15.0,evening,7.7613504048972315,medium
27146,22.0,4.8,sunny,medium,1,drinks,motorcycle,0.0,no,urban,14,1,15.0,afternoon,12.075147204184725,long
27148,24.0,4.6,stormy,high,2,drinks,scooter,1.0,no,metropolitian,24,0,15.0,afternoon,6.049765396707469,medium
27149,33.0,4.6,cloudy,medium,2,drinks,electric_scooter,1.0,no,metropolitian,30,0,15.0,afternoon,14.022298282479131,long
27150,30.0,3.6,fog,low,1,drinks,motorcycle,1.0,no,metropolitian,37,0,10.0,night,12.074281945769359,long
27151,23.0,4.6,windy,jam,2,drinks,scooter,1.0,no,metropolitian,27,1,15.0,evening,10.86728673513013,long
27152,30.0,4.8,windy,jam,1,drinks,motorcycle,1.0,no,urban,28,0,15.0,night,9.348072739621905,medium
27153,29.0,4.7,sunny,jam,2,meal,motorcycle,0.0,no,urban,13,1,10.0,night,7.57343592001983,medium
27154,24.0,4.9,fog,low,2,snack,scooter,1.0,no,metropolitian,27,0,15.0,night,16.38598063528554,very_long
27155,28.0,4.8,sandstorms,jam,1,drinks,motorcycle,1.0,no,metropolitian,20,1,5.0,evening,9.31397992220267,medium
27158,34.0,4.6,windy,medium,0,buffet,motorcycle,1.0,no,urban,30,0,10.0,afternoon,16.636744591831217,very_long
27159,27.0,4.4,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,31,0,5.0,night,10.703215446671857,long
27160,22.0,4.7,sandstorms,medium,1,snack,scooter,1.0,no,metropolitian,22,0,5.0,afternoon,9.07534450196205,medium
27162,28.0,4.7,fog,high,2,meal,motorcycle,0.0,no,urban,20,0,5.0,morning,2.9765992950452818,short
27163,22.0,4.6,cloudy,medium,0,snack,motorcycle,1.0,no,urban,38,0,5.0,afternoon,19.76188003558724,very_long
27164,26.0,4.9,sunny,low,2,buffet,scooter,1.0,no,urban,17,1,15.0,night,9.121036990826918,medium
27167,25.0,4.3,windy,low,0,meal,motorcycle,0.0,no,metropolitian,22,0,5.0,night,9.055361318453961,medium
27169,38.0,4.1,sandstorms,jam,0,snack,motorcycle,0.0,no,metropolitian,38,0,10.0,night,12.237167878708663,long
27170,37.0,4.6,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,27,0,5.0,afternoon,6.208989450210038,medium
27171,23.0,4.3,fog,jam,1,drinks,scooter,1.0,no,metropolitian,35,0,10.0,evening,12.419634114062013,long
27172,36.0,4.5,stormy,jam,1,meal,scooter,2.0,no,urban,34,0,5.0,night,19.363385329656776,very_long
27174,31.0,4.9,cloudy,jam,0,snack,motorcycle,3.0,no,semi-urban,53,0,15.0,evening,13.82913165629175,long
27175,27.0,4.8,sunny,medium,2,meal,scooter,0.0,no,metropolitian,12,1,15.0,evening,7.790109178658858,medium
27176,31.0,4.9,sandstorms,low,1,meal,motorcycle,1.0,no,metropolitian,15,0,5.0,night,13.972751063504559,long
27177,33.0,4.8,sandstorms,low,2,buffet,electric_scooter,0.0,no,metropolitian,28,1,5.0,morning,3.073687981631253,short
27178,25.0,4.1,fog,medium,1,drinks,scooter,0.0,no,metropolitian,38,0,10.0,evening,16.601046189403377,very_long
27180,32.0,4.8,cloudy,high,0,snack,motorcycle,1.0,no,metropolitian,31,1,10.0,afternoon,6.081142187746012,medium
27181,28.0,4.8,stormy,high,1,drinks,motorcycle,1.0,no,urban,19,0,10.0,afternoon,5.968814211616434,medium
27182,34.0,4.8,cloudy,jam,1,meal,motorcycle,2.0,no,metropolitian,45,0,5.0,evening,19.087110814122536,very_long
27183,26.0,5.0,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,21,1,15.0,night,13.583332471810195,long
27184,39.0,4.6,sandstorms,jam,0,buffet,motorcycle,2.0,no,metropolitian,45,0,5.0,night,9.313300003113902,medium
27185,22.0,4.8,fog,low,2,snack,electric_scooter,0.0,no,metropolitian,18,0,5.0,morning,1.5126917819914392,short
27186,36.0,4.5,fog,jam,0,meal,motorcycle,1.0,no,urban,45,1,5.0,evening,10.565032566504131,long
27187,21.0,5.0,windy,jam,1,snack,motorcycle,1.0,no,metropolitian,20,0,10.0,night,7.802839040445126,medium
27188,27.0,4.5,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,17,0,5.0,morning,1.554424975889475,short
27189,36.0,4.7,sandstorms,jam,1,meal,scooter,0.0,no,metropolitian,29,0,10.0,evening,12.463861442061555,long
27190,26.0,4.9,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,36,1,10.0,evening,9.22083460710881,medium
27192,25.0,4.8,sunny,medium,0,snack,motorcycle,1.0,no,metropolitian,22,0,10.0,afternoon,6.128639386843045,medium
27193,38.0,4.5,fog,high,0,snack,motorcycle,1.0,no,urban,27,0,10.0,morning,6.120777222727992,medium
27194,24.0,4.9,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,32,1,10.0,evening,13.21476062672821,long
27195,22.0,4.6,sandstorms,high,0,snack,motorcycle,1.0,no,metropolitian,18,0,5.0,morning,6.210946741810896,medium
27196,22.0,4.7,sunny,medium,2,snack,motorcycle,0.0,no,urban,12,0,15.0,evening,10.923404218135415,long
27198,37.0,4.7,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,34,1,10.0,evening,9.075387359616569,medium
27199,29.0,4.9,sandstorms,jam,2,buffet,scooter,1.0,no,urban,22,1,5.0,night,13.773737657079298,long
27200,20.0,4.8,windy,jam,1,drinks,scooter,1.0,no,metropolitian,17,0,15.0,evening,12.099122314389794,long
27201,37.0,4.9,sunny,jam,0,buffet,motorcycle,0.0,no,urban,24,0,10.0,night,9.12201685083382,medium
27202,21.0,5.0,fog,jam,2,buffet,scooter,1.0,no,metropolitian,24,1,5.0,evening,4.527915278149081,short
27203,27.0,4.6,stormy,low,1,snack,scooter,0.0,no,metropolitian,14,0,10.0,night,4.537400479091801,short
27204,27.0,4.5,sandstorms,medium,1,buffet,motorcycle,1.0,no,urban,24,0,5.0,evening,13.40635545530559,long
27205,37.0,4.2,fog,medium,0,drinks,motorcycle,0.0,no,metropolitian,31,1,10.0,afternoon,7.448379823536196,medium
27206,32.0,4.9,windy,low,1,drinks,scooter,1.0,no,metropolitian,26,0,5.0,morning,1.5324173514302288,short
27207,21.0,4.9,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,18,0,5.0,afternoon,6.210168035777162,medium
27208,28.0,4.5,windy,jam,2,drinks,motorcycle,0.0,no,metropolitian,18,0,5.0,evening,12.419848147906494,long
27211,34.0,4.7,stormy,low,1,snack,motorcycle,1.0,no,urban,21,0,5.0,night,7.720670489738337,medium
27212,35.0,4.3,cloudy,medium,0,drinks,motorcycle,1.0,no,metropolitian,33,0,10.0,evening,9.122100805601145,medium
27213,38.0,4.7,stormy,medium,2,meal,motorcycle,1.0,no,metropolitian,33,0,5.0,evening,7.461162575789885,medium
27214,22.0,4.5,sunny,jam,1,drinks,motorcycle,0.0,no,metropolitian,17,0,5.0,night,4.610390241501909,short
